latitude,longitude,category
19.4131627,-99.1673216,cafe
19.4182064,-99.1588821,restaurant
19.417235,-99.1639407,restaurant
19.4243685,-99.153979,restaurant
19.4166886,-99.159676,cafe
19.4247758,-99.156165,cafe
19.4057399,-99.1771748,restaurant
19.4155756,-99.1695627,restaurant
19.4251501,-99.1550224,restaurant
19.4189906,-99.1600784,restaurant
19.4217074,-99.1604968,cafe
19.4246366,-99.1539737,restaurant
19.4118164,-99.1719552,pub
19.4201575,-99.1584226,cafe
19.4348742,-99.146706,cafe
19.4324145,-99.1548119,cafe
19.4713528,-99.0988637,restaurant
19.465272,-99.1812561,cafe
19.4652286,-99.1806655,restaurant
19.4652664,-99.1811997,restaurant
19.4651019,-99.1816344,restaurant
19.3485506,-99.1630122,bar
19.3484643,-99.1630402,cafe
19.3486663,-99.1629788,restaurant
19.3679415,-99.2598109,restaurant
19.441191,-99.2034783,restaurant
19.4465725,-99.1359004,restaurant
19.323008,-99.1345445,restaurant
19.417355,-99.1596352,restaurant
19.4355121,-99.1924985,restaurant
19.295299,-99.1332489,bar
19.4121385,-99.1731389,bar
19.4122802,-99.1734712,restaurant
19.4124825,-99.1732945,restaurant
19.4129688,-99.1728545,pub
19.4123566,-99.1730154,bar
19.4133234,-99.1725591,pub
19.4126855,-99.1726828,restaurant
19.4118052,-99.1725219,restaurant
19.4104089,-99.1757031,bar
19.4105151,-99.1756977,restaurant
19.4310659,-99.1411393,restaurant
19.4144325,-99.1573995,restaurant
19.4148746,-99.153171,restaurant
19.4063846,-99.1566188,restaurant
19.4063015,-99.1566242,restaurant
19.4062618,-99.1566164,restaurant
19.4072159,-99.1568864,restaurant
19.4943425,-99.1134987,restaurant
19.4945221,-99.1135201,restaurant
19.3523831,-99.165229,restaurant
19.3493493,-99.1644404,restaurant
19.3595272,-99.270034,restaurant
19.4273279,-99.1380783,restaurant
19.4410691,-99.2064289,cafe
19.4369357,-99.2070158,restaurant
19.4375617,-99.2068996,restaurant
19.4316433,-99.188922,restaurant
19.4333532,-99.1849684,restaurant
19.4347251,-99.1393309,pub
19.4342669,-99.1353921,restaurant
19.4347486,-99.1394688,restaurant
19.2896153,-99.014346,cafe
19.2612802,-99.1027277,bar
19.259128,-99.1053539,bar
19.3501653,-99.1460652,restaurant
19.3460194,-99.1485718,restaurant
19.3451233,-99.1576874,restaurant
19.3435998,-99.1815433,cafe
19.3419661,-99.18137,restaurant
19.3357629,-99.1773798,restaurant
19.3522834,-99.1650984,cafe
19.3793474,-99.1611436,cafe
19.3488506,-99.1636109,restaurant
19.3488715,-99.1636866,restaurant
19.348892,-99.163758,restaurant
19.3489773,-99.16421,restaurant
19.4522904,-99.2194048,mall
19.437759,-99.206862,mall
19.4065249,-99.1727917,restaurant
19.4063453,-99.1725155,restaurant
19.4112216,-99.1848598,cafe
19.4328477,-99.1850784,restaurant
19.4381334,-99.2007707,restaurant
19.4277282,-99.1290975,restaurant
19.3870557,-99.1516863,cafe
19.4300042,-99.1260062,pub
19.2925485,-99.1780365,restaurant
19.3689693,-99.0744009,restaurant
19.439178,-99.2032103,cafe
19.4271085,-99.1362527,bar
19.3861369,-99.0589546,restaurant
19.4359962,-99.1463821,cafe
19.2840329,-99.1861588,restaurant
19.2843886,-99.18638,restaurant
19.288545,-99.1798762,restaurant
19.2915648,-99.174314,restaurant
19.4159086,-99.1648832,restaurant
19.431704,-99.1858605,pub
19.3191937,-99.1250344,restaurant
19.3009509,-99.1133442,restaurant
19.3157997,-99.1245451,restaurant
19.3224823,-99.1333434,restaurant
19.447908,-99.2069068,restaurant
19.4533313,-99.1981812,restaurant
19.2892782,-99.1663387,bar
19.4780353,-99.1847096,restaurant
19.4795704,-99.1863677,restaurant
19.479599,-99.1876881,restaurant
19.4708525,-99.1908636,restaurant
19.4680498,-99.1768217,restaurant
19.4691249,-99.1765841,restaurant
19.470657,-99.167886,restaurant
19.4359607,-99.1465777,cafe
19.43596,-99.146528,restaurant
19.4220039,-99.1385395,restaurant
19.3942327,-99.1798009,restaurant
19.3927451,-99.1794844,restaurant
19.4302864,-99.1969769,cafe
19.4299105,-99.1655898,restaurant
19.3516126,-99.1515845,restaurant
19.4259729,-99.1709652,restaurant
19.4272359,-99.1712571,restaurant
19.4284272,-99.1718987,restaurant
19.4296327,-99.1656224,restaurant
19.4290837,-99.1731306,restaurant
19.4311188,-99.1399888,restaurant
19.4178456,-99.1608319,restaurant
19.3290672,-99.1122871,cafe
19.374039,-99.1784754,cafe
19.4158438,-99.1276014,restaurant
19.3471096,-99.1635559,pub
19.3482591,-99.1632916,restaurant
19.3687924,-99.2638085,cafe
19.3809246,-99.1679333,cafe
19.3709392,-99.1796601,restaurant
19.4797531,-99.187644,cafe
19.4704581,-99.1686003,restaurant
19.4544732,-99.1310897,restaurant
19.4279026,-99.1941828,bar
19.2892057,-99.1663598,bar
19.2890855,-99.1666832,restaurant
19.289146,-99.1663806,restaurant
19.445993,-99.15297,restaurant
19.3350489,-99.179585,restaurant
19.3349899,-99.179425,restaurant
19.3346319,-99.1783932,restaurant
19.289266,-99.1637687,restaurant
19.3058824,-99.1252352,restaurant
19.4039762,-99.1716795,restaurant
19.3852282,-99.1552107,cafe
19.3851966,-99.1552308,cafe
19.4332524,-99.1493873,restaurant
19.4486015,-99.1451649,restaurant
19.2482853,-99.1635792,restaurant
19.2519422,-99.170895,restaurant
19.2824254,-99.1650489,restaurant
19.2524906,-99.1736274,cafe
19.431968,-99.1291533,cafe
19.4319755,-99.1292174,restaurant
19.4179158,-99.1053868,restaurant
19.4141984,-99.1583483,cafe
19.3663603,-99.1439094,restaurant
19.3813562,-99.1574834,restaurant
19.3739666,-99.163264,restaurant
19.3325424,-99.1527154,restaurant
19.374147,-99.1628891,cafe
19.3746633,-99.1621614,restaurant
19.3772367,-99.1609619,restaurant
19.3774016,-99.1607992,cafe
19.3777118,-99.160578,restaurant
19.3768118,-99.1607978,restaurant
19.3808812,-99.1581801,restaurant
19.380877,-99.1584131,restaurant
19.3829971,-99.1569351,restaurant
19.3831608,-99.15687,restaurant
19.3857204,-99.1554386,restaurant
19.3872676,-99.1544955,restaurant
19.38705,-99.1541817,restaurant
19.3868062,-99.1542428,restaurant
19.3821207,-99.1569764,restaurant
19.3778979,-99.1755226,restaurant
19.3765138,-99.177822,restaurant
19.3629139,-99.1821891,cafe
19.3575041,-99.1846744,cafe
19.3931664,-99.1520683,restaurant
19.3760914,-99.1860051,restaurant
19.365599,-99.1667531,restaurant
19.3656442,-99.1675228,restaurant
19.3723956,-99.1751088,restaurant
19.3755691,-99.17403,restaurant
19.3754602,-99.1778785,cafe
19.412293,-99.1634217,cafe
19.4134484,-99.1635388,restaurant
19.3957874,-99.1698465,restaurant
19.3958304,-99.1663449,cafe
19.3875381,-99.1574158,restaurant
19.3942982,-99.1726235,restaurant
19.3942167,-99.1726376,cafe
19.3948769,-99.1740961,cafe
19.435389,-99.173445,restaurant
19.3673134,-99.1711921,restaurant
19.3672632,-99.1710856,restaurant
19.367364,-99.1664371,restaurant
19.4141237,-99.1645912,restaurant
19.3639661,-99.1615375,restaurant
19.3350154,-99.177716,restaurant
19.3346113,-99.1780847,restaurant
19.334834,-99.1780165,restaurant
19.3357608,-99.1772736,restaurant
19.3346663,-99.1780806,restaurant
19.3762032,-99.1576416,restaurant
19.378499,-99.1582375,cafe
19.379135,-99.1564383,cafe
19.3788168,-99.1585571,restaurant
19.3738791,-99.1630563,cafe
19.279816,-99.1685764,restaurant
19.3416433,-99.1892455,restaurant
19.3401485,-99.1900162,cafe
19.2901858,-99.1792043,restaurant
19.2911245,-99.1786109,restaurant
19.2903286,-99.1788075,restaurant
19.2908446,-99.1787732,restaurant
19.409637,-99.1790359,restaurant
19.409604,-99.1789892,restaurant
19.2813188,-99.1782639,restaurant
19.2848093,-99.1759856,restaurant
19.2874553,-99.1744786,restaurant
19.2821628,-99.1776893,restaurant
19.2856585,-99.1757948,restaurant
19.2874956,-99.1755345,restaurant
19.4487963,-99.1579553,restaurant
19.417799,-99.1022295,cafe
19.3127388,-99.1362888,cafe
19.3732249,-99.1691456,restaurant
19.4182486,-99.1647551,restaurant
19.4132905,-99.143473,restaurant
19.3883967,-99.1519041,cafe
19.2579765,-99.0271365,restaurant
19.352382,-99.1634805,cafe
19.347386,-99.1623381,restaurant
19.3748924,-99.2033839,restaurant
19.3707457,-99.1858725,restaurant
19.4059713,-99.1716257,cafe
19.4064022,-99.1717397,cafe
19.4305623,-99.1380405,cafe
19.4347971,-99.1463782,restaurant
19.391552,-99.0715275,restaurant
19.3841182,-99.0829431,cafe
19.4360374,-99.1389361,restaurant
19.43594,-99.1389576,restaurant
19.4347509,-99.1359636,restaurant
19.4097181,-99.1729106,cafe
19.4121767,-99.1735455,cafe
19.3921482,-99.1839358,restaurant
19.4260355,-99.167491,restaurant
19.4042397,-99.1704139,restaurant
19.4314654,-99.1827994,cafe
19.4091104,-99.1731078,restaurant
19.4215924,-99.1680689,restaurant
19.4324134,-99.1835485,restaurant
19.3074737,-99.2474959,cafe
19.3073117,-99.2479787,cafe
19.3075294,-99.2481396,restaurant
19.3102095,-99.2488187,restaurant
19.4312208,-99.1847521,cafe
19.4311708,-99.1833261,restaurant
19.4326483,-99.1832856,cafe
19.3062965,-99.1318924,restaurant
19.2953191,-99.1323699,bar
19.2960178,-99.1327575,bar
19.2980835,-99.1310035,cafe
19.324922,-99.1762638,restaurant
19.4013558,-99.1474132,cafe
19.4009087,-99.1472163,bar
19.40118,-99.1475099,restaurant
19.4010395,-99.14768,restaurant
19.4011098,-99.1475456,restaurant
19.4013738,-99.1471758,bar
19.4011776,-99.1476249,restaurant
19.4007958,-99.1474882,restaurant
19.401127,-99.1476709,cafe
19.3617378,-99.1200927,restaurant
19.3616503,-99.1219564,cafe
19.3615033,-99.1202428,restaurant
19.3615328,-99.1204792,restaurant
19.3617609,-99.1204853,restaurant
19.3617764,-99.1206622,restaurant
19.3618101,-99.12085,cafe
19.3618151,-99.1209684,restaurant
19.361588,-99.1212269,restaurant
19.3618825,-99.1216622,restaurant
19.3009737,-99.1162437,cafe
19.3934764,-99.144418,cafe
19.3946575,-99.1434887,restaurant
19.3945344,-99.1429403,bar
19.3945166,-99.1428169,restaurant
19.3946609,-99.1414194,restaurant
19.3460412,-99.1776293,restaurant
19.3443813,-99.1606857,restaurant
19.3440686,-99.1607476,cafe
19.3440536,-99.1614708,restaurant
19.3359808,-99.18038,restaurant
19.3360598,-99.1806328,restaurant
19.3357249,-99.1807499,cafe
19.3205133,-99.1530254,restaurant
19.3268059,-99.1563906,bar
19.3937923,-99.1621973,restaurant
19.3941857,-99.1624411,restaurant
19.3922564,-99.162959,restaurant
19.3923652,-99.1625165,restaurant
19.39405,-99.1722083,cafe
19.2644912,-99.1191019,cafe
19.4005668,-99.1501715,restaurant
19.4014395,-99.1480476,restaurant
19.4005143,-99.1502643,restaurant
19.4011151,-99.1492209,cafe
19.401667,-99.1504038,restaurant
19.4000463,-99.150966,restaurant
19.4018672,-99.1503929,restaurant
19.4000231,-99.1511492,restaurant
19.3952801,-99.1786768,restaurant
19.3935415,-99.1761612,restaurant
19.3959298,-99.1770866,restaurant
19.3912995,-99.1770549,cafe
19.3911773,-99.1769821,restaurant
19.3891191,-99.1760509,cafe
19.3891569,-99.176593,bar
19.3899046,-99.1784813,cafe
19.4002312,-99.1549887,cafe
19.4018036,-99.1456306,restaurant
19.4020076,-99.1473744,restaurant
19.4018716,-99.1499786,restaurant
19.4018785,-99.1511017,restaurant
19.4022284,-99.1507094,restaurant
19.3974478,-99.1528327,cafe
19.3987497,-99.1515686,restaurant
19.398855,-99.1514017,restaurant
19.3991048,-99.1520818,restaurant
19.3975514,-99.1528322,restaurant
19.3984323,-99.1527808,restaurant
19.3984077,-99.153386,restaurant
19.3988091,-99.1514839,restaurant
19.3984111,-99.1526141,restaurant
19.3984144,-99.1523759,restaurant
19.3989571,-99.1520193,restaurant
19.3986808,-99.1516964,restaurant
19.3991812,-99.152044,cafe
19.3986181,-99.1518019,restaurant
19.3997801,-99.1487188,restaurant
19.3985691,-99.1513066,restaurant
19.4000041,-99.1484582,cafe
19.3994436,-99.1497779,cafe
19.3992197,-99.1500957,restaurant
19.4003087,-99.1482949,cafe
19.3980794,-99.1520448,restaurant
19.3999737,-99.1487061,cafe
19.4003485,-99.1481204,bar
19.3998123,-99.1488623,cafe
19.3989547,-99.1505914,restaurant
19.3987379,-99.1509873,restaurant
19.3997565,-99.1484522,restaurant
19.3996851,-99.1475516,cafe
19.3995979,-99.1459268,restaurant
19.310659,-99.1592969,cafe
19.3114139,-99.1604297,cafe
19.3115796,-99.1610028,cafe
19.3117686,-99.1615574,restaurant
19.3116246,-99.1624437,restaurant
19.3117415,-99.1623942,bar
19.3113608,-99.1625818,restaurant
19.3112472,-99.1626313,cafe
19.3110535,-99.1604122,restaurant
19.3101473,-99.1576048,bar
19.3096768,-99.1560817,cafe
19.3099593,-99.1578487,cafe
19.3739179,-99.1633186,restaurant
19.389573,-99.158895,restaurant
19.3984151,-99.1496429,restaurant
19.3921436,-99.1519005,restaurant
19.398042,-99.1493052,restaurant
19.3960474,-99.1480076,restaurant
19.3922007,-99.1506072,restaurant
19.3916522,-99.150613,cafe
19.3917868,-99.1519107,restaurant
19.3962377,-99.1480446,bar
19.3911988,-99.1509607,restaurant
19.3957147,-99.1490518,restaurant
19.3980548,-99.1483207,cafe
19.3924036,-99.1518597,restaurant
19.3969445,-99.1503121,restaurant
19.3972425,-99.1507359,restaurant
19.3951027,-99.1513185,restaurant
19.3957306,-99.149744,restaurant
19.3952084,-99.1508378,restaurant
19.3980716,-99.1506232,cafe
19.3959892,-99.1512777,restaurant
19.3953359,-99.1508654,cafe
19.3976164,-99.1506935,restaurant
19.3949195,-99.1512981,restaurant
19.394967,-99.152377,cafe
19.3963775,-99.1511714,cafe
19.3991802,-99.1509799,bar
19.3975688,-99.1515085,bar
19.3968822,-99.1515646,pub
19.3940324,-99.1524082,cafe
19.3978231,-99.1514709,restaurant
19.3952782,-99.1501076,cafe
19.3871729,-99.1492486,restaurant
19.3882923,-99.1492486,cafe
19.3917979,-99.1573017,cafe
19.3920307,-99.1467145,cafe
19.3921446,-99.1525579,restaurant
19.3891383,-99.1471243,restaurant
19.3919518,-99.149004,restaurant
19.3920764,-99.1727996,restaurant
19.3894263,-99.1579605,restaurant
19.4178681,-99.1171447,restaurant
19.4181263,-99.1171088,restaurant
19.4178578,-99.1157682,restaurant
19.4187166,-99.1155218,restaurant
19.4168631,-99.1171619,cafe
19.4176008,-99.1171567,restaurant
19.417668,-99.115829,restaurant
19.4171639,-99.1174424,restaurant
19.4162625,-99.1173801,restaurant
19.4166948,-99.1173217,restaurant
19.4166918,-99.1180209,restaurant
19.416705,-99.115857,restaurant
19.4510882,-99.1605521,restaurant
19.4509428,-99.159734,cafe
19.4163314,-99.1158045,restaurant
19.4500096,-99.1596482,restaurant
19.4491015,-99.1578261,restaurant
19.449418,-99.16227,restaurant
19.4494607,-99.1619862,restaurant
19.4493494,-99.1619996,restaurant
19.4190192,-99.1169438,cafe
19.4194904,-99.1166158,cafe
19.416909,-99.115255,cafe
19.4172536,-99.1151598,bar
19.4171011,-99.1127296,bar
19.4166015,-99.1151629,cafe
19.4485047,-99.1576087,bar
19.4486785,-99.1573316,restaurant
19.446797,-99.1572231,restaurant
19.4485274,-99.1567531,cafe
19.446609,-99.1573056,cafe
19.446142,-99.1573928,restaurant
19.4467709,-99.1575028,restaurant
19.4457629,-99.1574532,cafe
19.446907,-99.157966,bar
19.4463067,-99.1580888,restaurant
19.4464989,-99.1605439,restaurant
19.4465662,-99.1626863,restaurant
19.4497074,-99.1635187,bar
19.4502299,-99.1621568,restaurant
19.4512056,-99.161202,restaurant
19.3352459,-99.1806755,cafe
19.4361757,-99.1527758,restaurant
19.412783,-99.1715788,restaurant
19.4144247,-99.1669248,restaurant
19.4109597,-99.1680593,cafe
19.4146924,-99.1559032,bar
19.4371982,-99.127463,restaurant
19.4254441,-99.1772856,restaurant
19.4363095,-99.2025465,restaurant
19.4254815,-99.1772045,restaurant
19.4244843,-99.1691545,bar
19.4314535,-99.1621384,restaurant
19.4367015,-99.2037915,restaurant
19.4363023,-99.2026629,restaurant
19.3022668,-99.1128948,restaurant
19.2827297,-99.1645925,cafe
19.3595934,-99.0715126,cafe
19.3612046,-99.0710017,restaurant
19.3522525,-99.0732994,restaurant
19.3699625,-99.0723262,cafe
19.3699496,-99.0723193,cafe
19.4121413,-99.1735156,cafe
19.3559726,-99.1659071,restaurant
19.4086423,-99.1309795,bar
19.4338301,-99.1352715,restaurant
19.4198343,-99.14012,cafe
19.3689215,-99.2638235,restaurant
19.4093834,-99.1764986,restaurant
19.4593736,-99.1280174,restaurant
19.459113,-99.1279141,restaurant
19.4594717,-99.1320304,pub
19.4560116,-99.1377421,restaurant
19.378129,-99.1708901,restaurant
19.3778271,-99.1708519,restaurant
19.3778888,-99.1714264,cafe
19.3844635,-99.1757119,restaurant
19.3861157,-99.1757575,restaurant
19.3884104,-99.1758269,restaurant
19.3889062,-99.1738109,restaurant
19.389812,-99.1740186,restaurant
19.3896918,-99.1740561,restaurant
19.3881945,-99.1740478,restaurant
19.387143,-99.1755255,restaurant
19.387606,-99.1738826,restaurant
19.3865814,-99.1727553,restaurant
19.3866677,-99.1729362,cafe
19.3865967,-99.1726313,cafe
19.3857027,-99.1690405,cafe
19.3838172,-99.1703061,restaurant
19.3870287,-99.1673265,restaurant
19.3810531,-99.1687992,restaurant
19.3780119,-99.1661788,restaurant
19.3778335,-99.1654596,restaurant
19.3781705,-99.1679347,restaurant
19.378448,-99.1691582,restaurant
19.3775625,-99.1696603,restaurant
19.3872647,-99.1715562,restaurant
19.3899302,-99.1726184,cafe
19.3903125,-99.1704116,restaurant
19.3906531,-99.1703244,restaurant
19.3907349,-99.1703439,restaurant
19.3902658,-99.1697511,cafe
19.3886106,-99.1688042,restaurant
19.3884817,-99.1686408,cafe
19.3879778,-99.1694406,restaurant
19.3889979,-99.1681844,restaurant
19.3861512,-99.173643,restaurant
19.3837717,-99.1719306,restaurant
19.3814229,-99.1704495,restaurant
19.4081528,-99.14434,pub
19.3617009,-99.144931,cafe
19.3630115,-99.1461283,cafe
19.4018831,-99.1598625,restaurant
19.3756024,-99.1538214,cafe
19.3750407,-99.1537747,restaurant
19.3738375,-99.1561382,restaurant
19.3738572,-99.1563059,restaurant
19.3753528,-99.1553382,restaurant
19.3707893,-99.1664181,restaurant
19.4018314,-99.1598157,cafe
19.4013154,-99.1597833,restaurant
19.4336579,-99.1550528,restaurant
19.3656485,-99.17212,cafe
19.4735184,-99.189775,restaurant
19.3689414,-99.1472066,restaurant
19.4336727,-99.136787,cafe
19.3450932,-99.164182,restaurant
19.3450309,-99.1641904,restaurant
19.3609516,-99.1644566,restaurant
19.4308871,-99.1960677,restaurant
19.4648873,-99.1775817,restaurant
19.3620048,-99.1488215,cafe
19.3611581,-99.1516504,pub
19.4364288,-99.2053662,restaurant
19.4069519,-99.1730167,cafe
19.3769574,-99.1607254,restaurant
19.3700816,-99.1607619,restaurant
19.4252792,-99.1777664,restaurant
19.4269248,-99.1775802,restaurant
19.4271424,-99.1773978,restaurant
19.4699873,-99.1188683,restaurant
19.4056059,-99.1700994,cafe
19.4255613,-99.1694621,restaurant
19.4054535,-99.1704942,restaurant
19.3932359,-99.1692764,restaurant
19.4438457,-99.1996822,restaurant
19.4149405,-99.1302941,restaurant
19.3061293,-99.1659626,cafe
19.2941084,-99.2415502,bar
19.3520776,-99.1630246,cafe
19.3514814,-99.1636498,cafe
19.3512211,-99.1491966,restaurant
19.4385917,-99.1516556,restaurant
19.4551314,-99.1435224,cafe
19.4181617,-99.1705645,bar
19.4558589,-99.1454083,restaurant
19.3560003,-99.1633352,bar
19.4545687,-99.1416435,restaurant
19.36062,-99.152457,cafe
19.4492596,-99.14635,restaurant
19.4327043,-99.1397109,restaurant
19.4449858,-99.1477456,restaurant
19.4507905,-99.1464174,restaurant
19.4319154,-99.1349765,cafe
19.4328207,-99.1403376,restaurant
19.4349901,-99.1471763,restaurant
19.4447392,-99.1477693,restaurant
19.4470994,-99.1467627,restaurant
19.4486693,-99.1468464,restaurant
19.447087,-99.1473728,restaurant
19.4481404,-99.1469925,restaurant
19.4343584,-99.1431052,restaurant
19.4329179,-99.14014,cafe
19.4343673,-99.1432165,cafe
19.4330489,-99.137451,restaurant
19.4329158,-99.1374764,restaurant
19.4329286,-99.1372938,restaurant
19.4344427,-99.1437961,restaurant
19.4339712,-99.1372869,restaurant
19.4341849,-99.1372698,restaurant
19.434878,-99.136122,restaurant
19.4534144,-99.1413661,cafe
19.4532968,-99.1413824,restaurant
19.4348377,-99.1362427,restaurant
19.4372791,-99.1376782,bar
19.3530074,-99.176896,restaurant
19.3512121,-99.1616154,cafe
19.3519052,-99.1619626,restaurant
19.4032105,-99.1556427,restaurant
19.4021222,-99.1530021,bar
19.3601796,-99.1712609,restaurant
19.3510585,-99.1637388,restaurant
19.3495715,-99.1630874,cafe
19.3495892,-99.160729,cafe
19.3494137,-99.1615825,restaurant
19.3507986,-99.1615004,restaurant
19.4021464,-99.1526803,cafe
19.40214,-99.1531483,restaurant
19.4343178,-99.1457772,restaurant
19.4268035,-99.1510583,cafe
19.4187999,-99.1642692,cafe
19.4118603,-99.1734435,cafe
19.4168161,-99.1680575,restaurant
19.4151413,-99.1682528,restaurant
19.4215209,-99.1583042,cafe
19.4151628,-99.1679231,restaurant
19.4199622,-99.1592189,restaurant
19.4195688,-99.1640195,pub
19.4151382,-99.1680761,cafe
19.4123592,-99.1735196,restaurant
19.4111638,-99.1747932,restaurant
19.4117113,-99.1759308,bar
19.4132855,-99.1755377,cafe
19.4123999,-99.173607,restaurant
19.4092264,-99.1774779,restaurant
19.4092675,-99.1776063,restaurant
19.4148519,-99.1674444,cafe
19.4357703,-99.1314225,restaurant
19.487599,-99.1244765,restaurant
19.4879292,-99.1250946,restaurant
19.4870639,-99.1249373,restaurant
19.4876921,-99.1247651,restaurant
19.4881129,-99.12677,restaurant
19.4877592,-99.1249886,pub
19.4867211,-99.1251989,restaurant
19.4878402,-99.1251824,restaurant
19.4148457,-99.1552466,restaurant
19.4346463,-99.1453376,restaurant
19.4354693,-99.1479962,cafe
19.4133902,-99.162039,restaurant
19.4144724,-99.1638395,pub
19.4144862,-99.163482,restaurant
19.4136732,-99.1199963,cafe
19.3622636,-99.1485589,restaurant
19.3621739,-99.1486825,restaurant
19.4343519,-99.1547704,restaurant
19.4347863,-99.1546845,restaurant
19.4286687,-99.1629116,cafe
19.4336828,-99.154445,cafe
19.425906,-99.1711422,restaurant
19.4250087,-99.1706938,cafe
19.4279927,-99.1668501,cafe
19.4271218,-99.1662613,cafe
19.4305126,-99.1613972,cafe
19.4325776,-99.1566012,restaurant
19.4283727,-99.1628899,restaurant
19.3351542,-99.179868,restaurant
19.3351263,-99.179801,restaurant
19.3837428,-99.1392991,cafe
19.3347408,-99.178704,restaurant
19.3345633,-99.1782222,restaurant
19.3321095,-99.1403926,restaurant
19.2583554,-99.103284,cafe
19.3536977,-99.145121,restaurant
19.2590727,-99.10666,cafe
19.351702,-99.159165,cafe
19.365908,-99.1672066,cafe
19.4379972,-99.1138352,restaurant
19.4376563,-99.1493737,restaurant
19.4378521,-99.135497,pub
19.4363153,-99.1355556,bar
19.4363457,-99.1356764,restaurant
19.4357184,-99.1376076,cafe
19.4799257,-99.1154059,restaurant
19.3092127,-99.1851621,restaurant
19.4395564,-99.1453876,restaurant
19.3286245,-99.1829678,restaurant
19.3316042,-99.1832382,cafe
19.3286907,-99.1757961,restaurant
19.3271736,-99.1827882,restaurant
19.3354107,-99.2267116,restaurant
19.3054313,-99.2354964,mall
19.4394733,-99.1144094,restaurant
19.4176504,-99.1640903,cafe
19.331394,-99.2607951,restaurant
19.3624472,-99.1831224,cafe
19.3810529,-99.1532093,restaurant
19.3514036,-99.1517263,restaurant
19.40998,-99.1703021,cafe
19.384136,-99.1201381,bar
19.3922626,-99.1791165,cafe
19.3484333,-99.0610547,restaurant
19.4164639,-99.1589401,cafe
19.3284092,-99.2714825,restaurant
19.3899649,-99.1524008,cafe
19.2965845,-99.1529794,restaurant
19.3968729,-99.1547967,cafe
19.417507,-99.1569442,cafe
19.4191334,-99.1566497,bar
19.3748683,-99.1524945,restaurant
19.3553144,-99.1502424,cafe
19.3225795,-99.150996,cafe
19.4182129,-99.0775204,restaurant
19.4478357,-99.1523967,restaurant
19.4375805,-99.1765576,restaurant
19.436257,-99.1764278,restaurant
19.4356704,-99.1738387,restaurant
19.3627897,-99.1464138,cafe
19.3623393,-99.1465006,restaurant
19.3619194,-99.1461144,restaurant
19.4379928,-99.1350335,restaurant
19.4098165,-99.1652105,restaurant
19.4073616,-99.1713749,restaurant
19.4225842,-99.1209256,restaurant
19.436282,-99.1520785,restaurant
19.4484685,-99.1560888,restaurant
19.4373475,-99.1554299,restaurant
19.4461478,-99.1280817,restaurant
19.4365738,-99.1757787,restaurant
19.4337613,-99.1724199,restaurant
19.4300685,-99.1972933,restaurant
19.4300888,-99.19741,restaurant
19.4303234,-99.1984155,restaurant
19.4304388,-99.199533,restaurant
19.4305046,-99.1999004,restaurant
19.4315299,-99.2011497,restaurant
19.4212209,-99.1565577,cafe
19.4158962,-99.1412026,bar
19.4300568,-99.1975147,restaurant
19.4307359,-99.1974209,cafe
19.4303957,-99.1972908,restaurant
19.4311002,-99.1975576,restaurant
19.4313519,-99.197799,restaurant
19.4314505,-99.1977803,restaurant
19.2494819,-99.117114,bar
19.4832365,-99.1180033,restaurant
19.4303646,-99.1548445,restaurant
19.4234954,-99.1568435,restaurant
19.4299032,-99.196185,restaurant
19.4321565,-99.1991884,restaurant
19.4254611,-99.1862561,restaurant
19.4267757,-99.197058,restaurant
19.4268099,-99.1969547,restaurant
19.3404835,-99.1560477,restaurant
19.430727,-99.197493,cafe
19.3984206,-99.1523325,cafe
19.4325815,-99.1352045,restaurant
19.3686615,-99.1215453,cafe
19.3576566,-99.1184761,bar
19.2951495,-99.163378,restaurant
19.2948174,-99.1614897,restaurant
19.4307209,-99.1957789,restaurant
19.3139745,-99.1534706,bar
19.4335422,-99.1374793,cafe
19.4321776,-99.1370059,cafe
19.437213,-99.1868864,cafe
19.4307334,-99.1965093,restaurant
19.4318729,-99.1960278,restaurant
19.4207443,-99.166595,restaurant
19.4206087,-99.1666211,restaurant
19.4370486,-99.186962,restaurant
19.4368855,-99.1870108,restaurant
19.4367831,-99.1870012,restaurant
19.4378849,-99.1861608,restaurant
19.4318771,-99.1965423,restaurant
19.3481673,-99.1694442,cafe
19.3488171,-99.1716262,cafe
19.4334147,-99.1365647,restaurant
19.4334977,-99.1358757,restaurant
19.3482498,-99.1606896,cafe
19.3473636,-99.1596817,cafe
19.3475471,-99.1596046,cafe
19.3275465,-99.0537976,bar
19.3598755,-99.140931,restaurant
19.3600176,-99.1417976,restaurant
19.3600397,-99.1419995,restaurant
19.4198209,-99.1597047,restaurant
19.422336,-99.1080833,restaurant
19.43791,-99.141822,bar
19.4373975,-99.1385915,bar
19.4394447,-99.1373568,bar
19.4365257,-99.1306383,restaurant
19.3786041,-99.1284404,restaurant
19.324491,-99.1744937,restaurant
19.3713118,-99.1227974,cafe
19.5060366,-99.1495296,restaurant
19.489351,-99.1299271,restaurant
19.366972,-99.1457217,cafe
19.3625391,-99.1486509,cafe
19.3649749,-99.1477717,restaurant
19.2742038,-99.1245244,restaurant
19.2744068,-99.1241768,cafe
19.3780473,-99.1004066,cafe
19.3767593,-99.2542999,restaurant
19.3766008,-99.2547588,restaurant
19.3769349,-99.254035,cafe
19.3767676,-99.2546115,cafe
